,count,mean,std,min,25%,50%,75%,max
PS5_t1060,2205.0,9.149712925170068,0.5683850866728489,8.329,8.547,9.099,9.825,9.979
PS5_t1061,2205.0,9.1500231292517,0.568163309443691,8.335,8.549,9.097,9.823,9.981
PS5_t1062,2205.0,9.150478458049887,0.5680510341658213,8.33,8.549,9.092,9.825,9.981
PS5_t1063,2205.0,9.150873469387754,0.5680174710454488,8.344,8.549,9.095,9.823,9.98
PS5_t1064,2205.0,9.150915192743764,0.5678135897898355,8.347,8.547,9.097,9.825,9.977
PS5_t1065,2205.0,9.150590476190478,0.5679388974956427,8.346,8.549,9.099,9.826,9.975
PS5_t1066,2205.0,9.150004081632654,0.5680200148578908,8.341,8.547,9.097,9.823,9.981
PS5_t1067,2205.0,9.149494784580499,0.5681679448957749,8.337,8.549,9.099,9.823,9.979
PS5_t1068,2205.0,9.149375963718821,0.5681335911307994,8.342,8.546,9.101,9.823,9.983
PS5_t1069,2205.0,9.149608616780045,0.5678165639435802,8.338,8.55,9.097,9.823,9.976
PS5_t1070,2205.0,9.150239909297051,0.5677875799756309,8.337,8.551,9.096,9.823,9.977
PS5_t1071,2205.0,9.150825396825397,0.5675263034982001,8.347,8.549,9.094,9.825,9.977
PS5_t1072,2205.0,9.150962358276646,0.567520038052871,8.343,8.551,9.096,9.823,9.975
PS5_t1073,2205.0,9.150843990929705,0.5676621438747004,8.344,8.551,9.099,9.825,9.983
PS5_t1074,2205.0,9.150289795918368,0.5678082346959843,8.347,8.546,9.096,9.823,9.977
PS5_t1075,2205.0,9.149698412698413,0.5680336583722473,8.34,8.547,9.095,9.823,9.98
PS5_t1076,2205.0,9.149342857142857,0.5679319365676689,8.34,8.547,9.101,9.821,9.98
PS5_t1077,2205.0,9.14937505668934,0.5677806576036857,8.336,8.549,9.099,9.823,9.976
PS5_t1078,2205.0,9.149766893424035,0.5675835956175663,8.334,8.55,9.097,9.821,9.984
PS5_t1079,2205.0,9.150249886621316,0.5673536681876848,8.338,8.549,9.094,9.823,9.981
PS5_t1080,2205.0,9.150774603174602,0.5672948796524921,8.34,8.55,9.094,9.823,9.98
PS5_t1081,2205.0,9.15076553287982,0.567280558635062,8.344,8.552,9.1,9.823,9.975
PS5_t1082,2205.0,9.150462585034013,0.5674963083273616,8.342,8.55,9.095,9.823,9.974
PS5_t1083,2205.0,9.150028571428573,0.5675924356069747,8.342,8.549,9.094,9.823,9.979
PS5_t1084,2205.0,9.149431746031746,0.5676320137064793,8.337,8.552,9.099,9.823,9.976
PS5_t1085,2205.0,9.149267120181404,0.5676214316648154,8.333,8.554,9.1,9.821,9.981
PS5_t1086,2205.0,9.149346485260772,0.5674380189076534,8.337,8.552,9.099,9.823,9.976
PS5_t1087,2205.0,9.14989387755102,0.5673150310451808,8.34,8.549,9.096,9.823,9.979
PS5_t1088,2205.0,9.15040634920635,0.5671053253588908,8.346,8.549,9.094,9.823,9.976
PS5_t1089,2205.0,9.150449433106575,0.5671112528817391,8.347,8.55,9.095,9.823,9.974
PS5_t1090,2205.0,9.150356009070293,0.5673869681772631,8.344,8.55,9.099,9.823,9.98
PS5_t1091,2205.0,9.149897505668934,0.5675998184623193,8.342,8.547,9.094,9.823,9.977
PS5_t1092,2205.0,9.149536961451247,0.5677467172547613,8.337,8.545,9.097,9.823,9.974
PS5_t1093,2205.0,9.149237188208616,0.5676309737772987,8.333,8.55,9.101,9.821,9.977
PS5_t1094,2205.0,9.149228117913834,0.5674144275596573,8.335,8.55,9.099,9.823,9.979
PS5_t1095,2205.0,9.149761904761906,0.5672183287644965,8.345,8.551,9.099,9.823,9.98
PS5_t1096,2205.0,9.150132879818592,0.5670121399209201,8.337,8.547,9.092,9.823,9.977
PS5_t1097,2205.0,9.150530612244898,0.5669925264392507,8.337,8.547,9.094,9.823,9.979
PS5_t1098,2205.0,9.150486167800453,0.5670853085733139,8.348,8.55,9.097,9.823,9.974
PS5_t1099,2205.0,9.1500820861678,0.5672112808188893,8.344,8.55,9.097,9.825,9.977
PS5_t1100,2205.0,9.149607256235827,0.5675018344205903,8.34,8.549,9.097,9.823,9.976
PS5_t1101,2205.0,9.148996371882086,0.5675668696545637,8.337,8.55,9.099,9.821,9.977
PS5_t1102,2205.0,9.148942857142858,0.5675747409547688,8.333,8.554,9.1,9.821,9.983
PS5_t1103,2205.0,9.149221315192746,0.5673247260844209,8.339,8.55,9.101,9.823,9.981
PS5_t1104,2205.0,9.149842630385487,0.5670166123260367,8.34,8.55,9.095,9.821,9.982
PS5_t1105,2205.0,9.150351473922901,0.5669919444463202,8.337,8.547,9.094,9.823,9.979
PS5_t1106,2205.0,9.150452154195012,0.5670019285898614,8.339,8.552,9.095,9.821,9.975
PS5_t1107,2205.0,9.150310204081633,0.5672875090162374,8.335,8.554,9.099,9.825,9.977
PS5_t1108,2205.0,9.149668480725623,0.5674231899774924,8.337,8.547,9.095,9.823,9.976
PS5_t1109,2205.0,9.149143310657596,0.5674630166614457,8.333,8.549,9.095,9.821,9.981
PS5_t1110,2205.0,9.148866213151928,0.5675125067710816,8.33,8.55,9.101,9.82,9.976
PS5_t1111,2205.0,9.148869387755102,0.5671792074381113,8.334,8.551,9.099,9.821,9.979
PS5_t1112,2205.0,9.14941723356009,0.567042731397732,8.342,8.55,9.097,9.821,9.976
PS5_t1113,2205.0,9.149951927437641,0.5667552041140334,8.34,8.545,9.092,9.823,9.976
PS5_t1114,2205.0,9.150448072562359,0.5666475197709523,8.34,8.552,9.094,9.821,9.98
PS5_t1115,2205.0,9.15045804988662,0.5667120173450299,8.344,8.552,9.101,9.821,9.977
PS5_t1116,2205.0,9.149952380952382,0.5668485691637375,8.347,8.55,9.099,9.823,9.977
PS5_t1117,2205.0,9.14945850340136,0.5672952573464202,8.336,8.549,9.095,9.821,9.977
PS5_t1118,2205.0,9.148936961451247,0.5672091242834836,8.34,8.549,9.097,9.819,9.976
PS5_t1119,2205.0,9.148882086167802,0.5670465085826977,8.342,8.55,9.1,9.821,9.983
PS5_t1120,2205.0,9.149180498866214,0.566759850237249,8.337,8.554,9.099,9.821,9.979
PS5_t1121,2205.0,9.149735147392288,0.56632539214216,8.34,8.551,9.094,9.82,9.974
PS5_t1122,2205.0,9.150448072562357,0.5663191782577841,8.338,8.552,9.094,9.823,9.972
PS5_t1123,2205.0,9.150678458049887,0.5662255339308695,8.34,8.554,9.094,9.823,9.976
PS5_t1124,2205.0,9.150636281179137,0.5664711875334733,8.344,8.554,9.101,9.823,9.981
PS5_t1125,2205.0,9.150137868480726,0.5667192463770291,8.345,8.55,9.095,9.823,9.979
PS5_t1126,2205.0,9.149530158730158,0.5668282937003247,8.342,8.552,9.096,9.82,9.974
PS5_t1127,2205.0,9.149260770975056,0.566866800603499,8.337,8.552,9.104,9.82,9.977
PS5_t1128,2205.0,9.149211337868481,0.5665072012221457,8.337,8.552,9.101,9.821,9.977
PS5_t1129,2205.0,9.149627210884354,0.5663216515835636,8.339,8.551,9.095,9.82,9.977
PS5_t1130,2205.0,9.149993197278912,0.5661907817289712,8.344,8.552,9.091,9.821,9.974
PS5_t1131,2205.0,9.150240816326532,0.5660992499246166,8.341,8.55,9.094,9.821,9.972
PS5_t1132,2205.0,9.150286621315193,0.5662671369967771,8.344,8.552,9.097,9.821,9.977
PS5_t1133,2205.0,9.14985941043084,0.5664805106738771,8.347,8.551,9.1,9.823,9.979
PS5_t1134,2205.0,9.149407709750568,0.5668064789721264,8.343,8.549,9.094,9.821,9.976
PS5_t1135,2205.0,9.148871655328797,0.5668102877543778,8.344,8.551,9.099,9.82,9.976
PS5_t1136,2205.0,9.148704308390021,0.566697508274329,8.34,8.552,9.1,9.819,9.981
PS5_t1137,2205.0,9.149056235827663,0.5665436267814008,8.346,8.547,9.099,9.819,9.977
PS5_t1138,2205.0,9.149448979591835,0.5662547458205885,8.342,8.549,9.095,9.819,9.97
PS5_t1139,2205.0,9.14999410430839,0.5662375565726739,8.34,8.547,9.094,9.821,9.976
PS5_t1140,2205.0,9.150020408163265,0.5662452301380545,8.346,8.549,9.094,9.821,9.98
PS5_t1141,2205.0,9.149726077097506,0.5663894510243412,8.337,8.549,9.097,9.823,9.974
PS5_t1142,2205.0,9.14928798185941,0.5666465664553558,8.334,8.547,9.097,9.821,9.972
PS5_t1143,2205.0,9.14874195011338,0.5665876566536187,8.339,8.549,9.096,9.818,9.981
PS5_t1144,2205.0,9.148656235827664,0.5664394811145462,8.338,8.549,9.101,9.819,9.976
PS5_t1145,2205.0,9.14881224489796,0.5661188744221801,8.337,8.552,9.097,9.819,9.977
PS5_t1146,2205.0,9.1493179138322,0.5658166728933847,8.347,8.55,9.095,9.819,9.972
PS5_t1147,2205.0,9.149832199546484,0.5656803806606273,8.334,8.55,9.092,9.82,9.97
PS5_t1148,2205.0,9.15007664399093,0.5656657778703825,8.34,8.552,9.092,9.821,9.975
PS5_t1149,2205.0,9.150140136054421,0.5658866289407766,8.34,8.55,9.096,9.82,9.977
PS5_t1150,2205.0,9.149721541950113,0.5659707827822374,8.342,8.551,9.099,9.823,9.981
PS5_t1151,2205.0,9.149267573696147,0.5660798612524308,8.336,8.55,9.095,9.821,9.975
PS5_t1152,2205.0,9.148861678004534,0.5660957705379523,8.339,8.554,9.099,9.819,9.983
PS5_t1153,2205.0,9.148791836734693,0.5658318320700811,8.334,8.556,9.099,9.818,9.976
PS5_t1154,2205.0,9.149113378684806,0.5656915895037393,8.341,8.554,9.097,9.821,9.974
PS5_t1155,2205.0,9.14958820861678,0.5654114478019934,8.34,8.554,9.094,9.819,9.969
PS5_t1156,2205.0,9.150107482993198,0.5653356115504963,8.338,8.55,9.094,9.821,9.974
PS5_t1157,2205.0,9.150202267573698,0.5655564040691287,8.351,8.551,9.095,9.821,9.971
PS5_t1158,2205.0,9.149878004535147,0.5657693748905772,8.347,8.552,9.099,9.821,9.977
PS5_t1159,2205.0,9.149290702947846,0.5662097357949512,8.335,8.55,9.095,9.821,9.974
PS5_t1160,2205.0,9.148684353741498,0.5662552389192889,8.337,8.552,9.095,9.818,9.972
PS5_t1161,2205.0,9.14845306122449,0.5660540079565738,8.33,8.554,9.099,9.819,9.977
PS5_t1162,2205.0,9.148592743764173,0.5658125392123263,8.332,8.55,9.099,9.818,9.983
PS5_t1163,2205.0,9.149143310657598,0.565432249056475,8.344,8.552,9.097,9.82,9.979
PS5_t1164,2205.0,9.149625850340136,0.5653227505663143,8.337,8.551,9.094,9.82,9.974
PS5_t1165,2205.0,9.14994149659864,0.5653626815057039,8.345,8.552,9.094,9.821,9.976
PS5_t1166,2205.0,9.149851700680271,0.5656780067385315,8.344,8.552,9.099,9.819,9.976
PS5_t1167,2205.0,9.149403174603176,0.5660443276307182,8.34,8.549,9.096,9.821,9.977
PS5_t1168,2205.0,9.148892970521542,0.5661031161244149,8.334,8.549,9.094,9.819,9.974
PS5_t1169,2205.0,9.148468480725624,0.5661881733731366,8.335,8.551,9.099,9.818,9.977
PS5_t1170,2205.0,9.148414965986394,0.5659363462095677,8.328,8.55,9.099,9.818,9.974
PS5_t1171,2205.0,9.148722448979592,0.5657828106355801,8.343,8.55,9.097,9.819,9.97
PS5_t1172,2205.0,9.149148299319728,0.565485235038312,8.343,8.549,9.094,9.818,9.976
PS5_t1173,2205.0,9.149533786848073,0.565316187137429,8.345,8.55,9.092,9.82,9.974
PS5_t1174,2205.0,9.149627664399093,0.5655772188058461,8.342,8.552,9.094,9.819,9.975
PS5_t1175,2205.0,9.149338321995465,0.5657452121003097,8.346,8.55,9.099,9.82,9.971
PS5_t1176,2205.0,9.148826757369616,0.5660622331727786,8.338,8.55,9.094,9.819,9.976
PS5_t1177,2205.0,9.148421315192744,0.5660592024592764,8.343,8.55,9.094,9.819,9.981
PS5_t1178,2205.0,9.14815736961451,0.5657939158113328,8.337,8.554,9.1,9.818,9.976
PS5_t1179,2205.0,9.148314285714287,0.5655067934108567,8.337,8.554,9.096,9.818,9.981
PS5_t1180,2205.0,9.148890702947847,0.565066392136728,8.333,8.55,9.095,9.818,9.974
PS5_t1181,2205.0,9.149431292517006,0.5649815532863967,8.337,8.549,9.09,9.818,9.974
PS5_t1182,2205.0,9.14975238095238,0.564958344030795,8.34,8.554,9.094,9.819,9.972
PS5_t1183,2205.0,9.149628571428572,0.5652210498634241,8.335,8.552,9.097,9.819,9.971
PS5_t1184,2205.0,9.149355555555555,0.5655206983605895,8.341,8.552,9.097,9.82,9.98
PS5_t1185,2205.0,9.148839909297052,0.5656098231915141,8.335,8.554,9.092,9.819,9.975
PS5_t1186,2205.0,9.148444897959184,0.5655886565186158,8.337,8.554,9.097,9.819,9.985
PS5_t1187,2205.0,9.148426303854874,0.5653609551893558,8.337,8.554,9.097,9.816,9.977
PS5_t1188,2205.0,9.148678458049886,0.5651834230904851,8.34,8.551,9.095,9.819,9.971
PS5_t1189,2205.0,9.149199546485262,0.5650414501440753,8.337,8.549,9.095,9.816,9.976
PS5_t1190,2205.0,9.149536961451247,0.5648791545746552,8.343,8.55,9.092,9.819,9.972
PS5_t1191,2205.0,9.149687074829933,0.56512075548205,8.34,8.552,9.092,9.819,9.976
PS5_t1192,2205.0,9.149453968253967,0.5653161116311582,8.344,8.554,9.099,9.819,9.971
PS5_t1193,2205.0,9.148902494331066,0.5655669440977134,8.34,8.552,9.094,9.819,9.971
PS5_t1194,2205.0,9.148539229024944,0.565627554834426,8.339,8.552,9.095,9.819,9.981
PS5_t1195,2205.0,9.148269387755102,0.5653562582320769,8.337,8.552,9.099,9.818,9.977
PS5_t1196,2205.0,9.148478911564625,0.56510621452745,8.341,8.549,9.097,9.816,9.983
PS5_t1197,2205.0,9.148857142857143,0.5648477036442299,8.343,8.552,9.095,9.818,9.971
PS5_t1198,2205.0,9.149188662131518,0.5648375107708001,8.339,8.549,9.092,9.818,9.972
PS5_t1199,2205.0,9.149458049886622,0.564979875077079,8.344,8.552,9.092,9.819,9.97
PS5_t1200,2205.0,9.149291609977325,0.5652086148982209,8.345,8.551,9.097,9.819,9.972
PS5_t1201,2205.0,9.149116099773243,0.5656105940012858,8.344,8.551,9.097,9.819,9.982
PS5_t1202,2205.0,9.148581859410431,0.5657241655004719,8.339,8.551,9.094,9.819,9.972
PS5_t1203,2205.0,9.148209523809523,0.5655564254938873,8.34,8.551,9.099,9.816,9.979
PS5_t1204,2205.0,9.148248979591836,0.5652109849348456,8.344,8.552,9.099,9.818,9.974
PS5_t1205,2205.0,9.14944671201814,0.5640535400942532,8.346,8.556,9.095,9.816,9.969
PS5_t1206,2205.0,9.149939682539683,0.5639535202824069,8.344,8.55,9.092,9.818,9.972
PS5_t1207,2205.0,9.148496598639454,0.5651290760581982,8.344,8.55,9.091,9.819,9.967
PS5_t1208,2205.0,9.14849433106576,0.5653456217583642,8.348,8.55,9.09,9.819,9.975
PS5_t1209,2205.0,9.148961904761904,0.5651449482413217,8.343,8.551,9.096,9.818,9.97
PS5_t1210,2205.0,9.14759365079365,0.5659097568996532,8.336,8.547,9.094,9.819,9.97
PS5_t1211,2205.0,9.145899773242629,0.5668417786463916,8.333,8.551,9.092,9.819,9.974
PS5_t1212,2205.0,9.1459052154195,0.5664016298948654,8.326,8.549,9.097,9.818,9.974
PS5_t1213,2205.0,9.146772789115646,0.5657462938020027,8.342,8.55,9.094,9.818,9.975
PS5_t1214,2205.0,9.147136507936509,0.565617485325185,8.342,8.55,9.092,9.818,9.97
PS5_t1215,2205.0,9.14752380952381,0.5654723656998951,8.344,8.549,9.087,9.818,9.967
PS5_t1216,2205.0,9.147960090702949,0.56545804975173,8.341,8.551,9.089,9.819,9.971
PS5_t1217,2205.0,9.148068934240362,0.5654624817748002,8.344,8.554,9.095,9.818,9.974
PS5_t1218,2205.0,9.147668934240363,0.5658601720088438,8.343,8.549,9.095,9.819,9.977
PS5_t1219,2205.0,9.146985034013605,0.5660834609871065,8.344,8.551,9.094,9.819,9.969
PS5_t1220,2205.0,9.14697052154195,0.5658168023745138,8.326,8.552,9.096,9.818,9.976
PS5_t1221,2205.0,9.146915192743764,0.56569663826394,8.33,8.55,9.095,9.816,9.976
PS5_t1222,2205.0,9.146963265306123,0.565390599459051,8.335,8.547,9.092,9.818,9.97
PS5_t1223,2205.0,9.147538321995466,0.5652583303602412,8.335,8.547,9.09,9.816,9.976
PS5_t1224,2205.0,9.147893424036281,0.5652001596669892,8.342,8.551,9.09,9.818,9.969
PS5_t1225,2205.0,9.148068934240362,0.565303588161763,8.341,8.551,9.092,9.818,9.967
PS5_t1226,2205.0,9.14789523809524,0.565627596122628,8.348,8.55,9.094,9.818,9.971
PS5_t1227,2205.0,9.147565986394559,0.5656754742142232,8.342,8.549,9.094,9.819,9.969
PS5_t1228,2205.0,9.147457142857142,0.5655899282776763,8.337,8.552,9.092,9.818,9.972
PS5_t1229,2205.0,9.14720544217687,0.5653943205585953,8.331,8.55,9.099,9.818,9.979
PS5_t1230,2205.0,9.147198639455782,0.5652865425826166,8.337,8.55,9.095,9.818,9.985
PS5_t1231,2205.0,9.147707482993198,0.565037160626295,8.338,8.55,9.094,9.818,9.974
PS5_t1232,2205.0,9.147885714285714,0.5650122162725378,8.334,8.551,9.09,9.816,9.971
PS5_t1233,2205.0,9.148025850340135,0.5653877223239705,8.34,8.554,9.09,9.818,9.969
PS5_t1234,2205.0,9.147921541950113,0.5655713794216003,8.341,8.55,9.094,9.818,9.971
PS5_t1235,2205.0,9.147283900226757,0.5661912414590379,8.34,8.547,9.096,9.82,9.972
PS5_t1236,2205.0,9.14679410430839,0.5663708697708019,8.337,8.545,9.094,9.818,9.972
PS5_t1237,2205.0,9.1465537414966,0.5661294257639363,8.329,8.55,9.097,9.818,9.971
PS5_t1238,2205.0,9.14650022675737,0.5660093265449636,8.331,8.55,9.095,9.818,9.975
PS5_t1239,2205.0,9.14707664399093,0.5653570848722331,8.344,8.55,9.092,9.816,9.975
PS5_t1240,2205.0,9.147528798185942,0.5651069143103123,8.332,8.549,9.089,9.816,9.972
PS5_t1241,2205.0,9.147614965986396,0.5653605093148937,8.34,8.549,9.09,9.818,9.967
PS5_t1242,2205.0,9.147545578231295,0.5656996465796806,8.341,8.55,9.087,9.818,9.97
PS5_t1243,2205.0,9.146985034013605,0.5661916366184188,8.342,8.549,9.094,9.818,9.972
PS5_t1244,2205.0,9.146247619047621,0.5665259899401589,8.334,8.547,9.092,9.819,9.976
PS5_t1245,2205.0,9.145893877551021,0.5665831357470432,8.335,8.546,9.092,9.819,9.972
PS5_t1246,2205.0,9.145638095238095,0.5664620080231111,8.329,8.551,9.095,9.818,9.975
PS5_t1247,2205.0,9.145948752834467,0.5660804892687913,8.329,8.549,9.094,9.816,9.98
PS5_t1248,2205.0,9.14655963718821,0.5657248916998416,8.335,8.55,9.089,9.818,9.972
PS5_t1249,2205.0,9.146721088435374,0.5656590712409886,8.337,8.549,9.089,9.816,9.974
PS5_t1250,2205.0,9.146985941043084,0.5658463388618371,8.335,8.55,9.09,9.818,9.971
PS5_t1251,2205.0,9.146651700680271,0.5663482069524052,8.34,8.547,9.092,9.818,9.97
PS5_t1252,2205.0,9.146075283446713,0.5668715031159132,8.34,8.545,9.094,9.819,9.972
PS5_t1253,2205.0,9.145528798185941,0.567082661299491,8.343,8.549,9.092,9.818,9.969
PS5_t1254,2205.0,9.14494693877551,0.5670421611476365,8.335,8.551,9.094,9.818,9.976
PS5_t1255,2205.0,9.144846258503401,0.5669104254880629,8.335,8.55,9.094,9.818,9.975
PS5_t1256,2205.0,9.145117006802721,0.5665915819935512,8.337,8.547,9.087,9.816,9.977
PS5_t1257,2205.0,9.145395918367347,0.5665638594096347,8.335,8.545,9.087,9.816,9.977
PS5_t1258,2205.0,9.14573560090703,0.5666837225511371,8.337,8.545,9.087,9.819,9.97
PS5_t1259,2205.0,9.145772789115647,0.5668104704595455,8.337,8.544,9.089,9.818,9.97
PS5_t1260,2205.0,9.145390022675736,0.5672808228944637,8.338,8.546,9.091,9.818,9.974
PS5_t1261,2205.0,9.145016326530612,0.5675162227396733,8.337,8.547,9.09,9.819,9.974
PS5_t1262,2205.0,9.144663945578232,0.5674167527641885,8.339,8.549,9.09,9.818,9.972
PS5_t1263,2205.0,9.144396371882086,0.5671983682240723,8.335,8.55,9.092,9.816,9.98
PS5_t1264,2205.0,9.144514739229024,0.5669501944931606,8.333,8.547,9.089,9.818,9.971
PS5_t1265,2205.0,9.144824489795917,0.5669581301648741,8.331,8.545,9.085,9.819,9.97
PS5_t1266,2205.0,9.144965079365079,0.5669640630410326,8.331,8.545,9.085,9.818,9.97
PS5_t1267,2205.0,9.144978231292518,0.5672360211588621,8.336,8.545,9.087,9.819,9.969
PS5_t1268,2205.0,9.144696145124717,0.5676757426807543,8.337,8.545,9.09,9.819,9.976
PS5_t1269,2205.0,9.144344217687076,0.5679553809618408,8.332,8.542,9.09,9.819,9.972
PS5_t1270,2205.0,9.144140136054421,0.5680774769577299,8.34,8.544,9.087,9.819,9.97
PS5_t1271,2205.0,9.143878004535146,0.5678007195050271,8.333,8.547,9.09,9.818,9.972
PS5_t1272,2205.0,9.143895691609977,0.567477212383007,8.337,8.547,9.094,9.819,9.967
PS5_t1273,2205.0,9.144226303854875,0.5671822879508348,8.328,8.545,9.087,9.818,9.971
PS5_t1274,2205.0,9.144555555555556,0.5671261140520388,8.325,8.543,9.084,9.818,9.977
PS5_t1275,2205.0,9.14473560090703,0.567430959868671,8.333,8.546,9.087,9.818,9.975
PS5_t1276,2205.0,9.144560090702946,0.5677870626363984,8.335,8.543,9.087,9.819,9.967
PS5_t1277,2205.0,9.144263038548754,0.5681618590784255,8.337,8.542,9.092,9.819,9.98
PS5_t1278,2205.0,9.14390566893424,0.5683305272407962,8.335,8.546,9.087,9.819,9.981
PS5_t1279,2205.0,9.143541043083902,0.5683593470148985,8.336,8.547,9.089,9.819,9.97
PS5_t1280,2205.0,9.143503854875282,0.5680977257133074,8.335,8.547,9.091,9.818,9.975
PS5_t1281,2205.0,9.143828571428571,0.5676016531517655,8.337,8.546,9.087,9.816,9.972
PS5_t1282,2205.0,9.144195918367348,0.567475907274692,8.326,8.542,9.084,9.819,9.97
PS5_t1283,2205.0,9.144579138321994,0.5674547382513138,8.334,8.547,9.085,9.816,9.972
PS5_t1284,2205.0,9.144607256235828,0.5676783384581295,8.33,8.55,9.087,9.819,9.967
PS5_t1285,2205.0,9.14420090702948,0.5681792791752559,8.34,8.545,9.09,9.819,9.974
PS5_t1286,2205.0,9.143685714285715,0.5684229054634721,8.328,8.54,9.09,9.82,9.97
PS5_t1287,2205.0,9.143272562358277,0.5686429882534796,8.333,8.546,9.087,9.819,9.972
PS5_t1288,2205.0,9.143014058956915,0.5685021898114421,8.335,8.546,9.09,9.818,9.972
PS5_t1289,2205.0,9.14308253968254,0.5681654508789623,8.337,8.545,9.087,9.819,9.977
PS5_t1290,2205.0,9.143466666666667,0.5679074449782341,8.332,8.542,9.087,9.818,9.98
PS5_t1291,2205.0,9.143926984126985,0.5677999456160426,8.33,8.542,9.08,9.819,9.974
PS5_t1292,2205.0,9.144192290249434,0.5679745018004979,8.34,8.543,9.083,9.819,9.974
PS5_t1293,2205.0,9.144089795918367,0.5682600094974258,8.337,8.545,9.085,9.819,9.969
PS5_t1294,2205.0,9.143784126984128,0.5686997193603709,8.342,8.545,9.087,9.819,9.97
PS5_t1295,2205.0,9.143436281179138,0.5688939863002562,8.338,8.542,9.087,9.821,9.97
PS5_t1296,2205.0,9.142973242630386,0.5689003511493044,8.331,8.543,9.089,9.819,9.971
PS5_t1297,2205.0,9.14287619047619,0.5687690601102147,8.334,8.547,9.089,9.819,9.976
PS5_t1298,2205.0,9.14304671201814,0.568436603764565,8.333,8.544,9.085,9.816,9.975
PS5_t1299,2205.0,9.1432589569161,0.5683491157674553,8.331,8.54,9.083,9.819,9.974
PS5_t1300,2205.0,9.143537868480726,0.5684157346593602,8.336,8.542,9.082,9.818,9.977
PS5_t1301,2205.0,9.143665759637189,0.5685526361913812,8.332,8.542,9.082,9.821,9.969
PS5_t1302,2205.0,9.143574149659862,0.5688293679794683,8.333,8.542,9.087,9.82,9.969
PS5_t1303,2205.0,9.143261224489798,0.5689917259335988,8.33,8.542,9.085,9.82,9.974
PS5_t1304,2205.0,9.143004081632654,0.569001980324407,8.332,8.542,9.087,9.821,9.975
PS5_t1305,2205.0,9.142982312925168,0.5687139710812426,8.33,8.546,9.089,9.821,9.979
PS5_t1306,2205.0,9.14308253968254,0.5683933133855035,8.33,8.547,9.087,9.819,9.974
PS5_t1307,2205.0,9.143324263038549,0.568183964719203,8.333,8.545,9.084,9.819,9.977
PS5_t1308,2205.0,9.143617687074832,0.5681521911428798,8.337,8.544,9.079,9.82,9.972
PS5_t1309,2205.0,9.143843083900226,0.5684466415232724,8.335,8.544,9.082,9.82,9.977
PS5_t1310,2205.0,9.143785941043085,0.5688675129249527,8.337,8.54,9.085,9.82,9.972
PS5_t1311,2205.0,9.143396371882085,0.569278206019605,8.335,8.54,9.087,9.82,9.974
PS5_t1312,2205.0,9.143154648526078,0.5694296499607923,8.33,8.542,9.085,9.823,9.976
PS5_t1313,2205.0,9.142913832199547,0.5692802822500304,8.333,8.547,9.087,9.821,9.972
PS5_t1314,2205.0,9.142890702947845,0.5690784039846928,8.326,8.549,9.089,9.819,9.974
PS5_t1315,2205.0,9.143097505668933,0.5687297225344728,8.331,8.546,9.085,9.819,9.972
PS5_t1316,2205.0,9.143427210884353,0.5684692317960544,8.328,8.542,9.083,9.819,9.977
PS5_t1317,2205.0,9.143766439909298,0.5686028211341402,8.333,8.542,9.082,9.819,9.976
PS5_t1318,2205.0,9.143704308390024,0.5689368325423774,8.335,8.543,9.083,9.82,9.971
PS5_t1319,2205.0,9.143415873015874,0.5694098425599915,8.337,8.542,9.087,9.82,9.972
PS5_t1320,2205.0,9.143079365079364,0.569754739602096,8.333,8.54,9.085,9.823,9.97
PS5_t1321,2205.0,9.142756009070295,0.569928586578132,8.332,8.544,9.085,9.823,9.972
PS5_t1322,2205.0,9.14252879818594,0.5698310577721134,8.331,8.545,9.085,9.821,9.976
PS5_t1323,2205.0,9.142650340136056,0.5695296119274047,8.33,8.542,9.087,9.821,9.976
PS5_t1324,2205.0,9.143080272108843,0.5691459360726564,8.329,8.54,9.083,9.82,9.981
PS5_t1325,2205.0,9.143567800453514,0.5689315650693226,8.335,8.542,9.078,9.821,9.979
PS5_t1326,2205.0,9.143799546485262,0.56906426416632,8.333,8.543,9.082,9.819,9.98
PS5_t1327,2205.0,9.143657142857142,0.569482698525728,8.337,8.542,9.085,9.821,9.974
PS5_t1328,2205.0,9.143383673469387,0.5698623888287092,8.333,8.543,9.087,9.823,9.974
PS5_t1329,2205.0,9.143039455782313,0.5702302793534703,8.33,8.545,9.083,9.823,9.977
PS5_t1330,2205.0,9.142741496598639,0.5701891225769031,8.335,8.549,9.087,9.823,9.974
PS5_t1331,2205.0,9.14268798185941,0.5698017976682034,8.328,8.545,9.087,9.818,9.979
PS5_t1332,2205.0,9.142885714285715,0.5694090487437732,8.337,8.543,9.085,9.821,9.972
PS5_t1333,2205.0,9.143226757369616,0.5691052433064155,8.332,8.541,9.08,9.821,9.977
PS5_t1334,2205.0,9.143565532879817,0.5691424830058935,8.335,8.545,9.08,9.82,9.976
PS5_t1335,2205.0,9.14359319727891,0.5694917330240538,8.333,8.546,9.082,9.821,9.974
PS5_t1336,2205.0,9.14345215419501,0.5699718113999169,8.337,8.544,9.084,9.821,9.981
PS5_t1337,2205.0,9.143209070294784,0.5702816687996135,8.333,8.544,9.084,9.823,9.977
PS5_t1338,2205.0,9.142905215419502,0.5703267726327425,8.324,8.547,9.082,9.823,9.975
PS5_t1339,2205.0,9.142854421768707,0.5700890799742553,8.333,8.547,9.085,9.823,9.975
